,title,description,url,location
651,Пропала собака 03.06.2024 ,Ничего не найденоУкажите другую породу,https://kinpet.ru/ufa/sobaki/propala-sobaka-03-06-2024-56597/,Уфа 
652,Пропала кошка ,Ничего не найденоУкажите другую породу,https://kinpet.ru/moskva/koshki/propala-koshka-56581/,Москва 
653,Потерялся котик ,Ничего не найденоУкажите другую породу,https://kinpet.ru/sankt-peterburg/koshki/poteryalsya-kotik-56577/,Санкт-Петербург 
654,Пропала кошечка!!! ,"03.06.2024Потерялась собака рыже- коричневый окрас,кличка барбосПотерялся в районе Черникова последний раз был на Калинина 80 в восемь утраПОЖАЛУЙСТА ПОМОГИТЕ НАЙТИ!!!!Кто видел или знает его место нахождения прошу сообщить или позвонитьИмя хозяйки: КаролинаНомер телефонаАдрес: Калинина 80",https://kinpet.ru/krasnodar/koshki/propala-koshechka--56544/,Краснодар 
655,Найдена домашняя кошка ,"Домашняя кошка Злата выпала из окна квартиры 03.06 предположительно в 14-17 часов. Окрас белый с примесью рыжего, глаза голубые.",https://kinpet.ru/sankt-peterburg/koshki/naydena-domashnyaya-koshka-56542/,Санкт-Петербург 
656,Пропала собака ,"Моте 2,5 года,кастрированный,очень ласковый.Носик розовый обрамлен черным кантом.Походка как у благородного жеребца. Лапки и пузико белые,а сам серенько-полосатенький.",https://kinpet.ru/yalta/sobaki/propala-sobaka--56538/,Ялта 
657,Потерялся котик Суворовский ,"Пропала в ночь на 31 мая. В районе ул. Котовского/Буденного. В этот вечер принесли с улицы маленького котёнка, примерно 1-1,5 отроду, видимо это послужило причиной ухода. Очень переживаем! Отзывается на имя Анфиса. Если кто-то вдруг найдет нашу любимицу, придержите, позвоните, я тут же примчусь!",https://kinpet.ru/rostov-na-donu/koshki/poteryalsya-kotik-suvorovskiy-56537/,Ростов-на-Дону 
658,Кот Марсик ,Кошка домашняя найдена в районе ул.Софийской 32. Истощена. Возможно кто то ищет,https://kinpet.ru/moskva/koshki/kot-marsik-56518/,Москва 
659,Потерялся любимый кот ,"Добрая собака. Хромает, больные задние лапы и тазобедренный сустав, на носу шрам.",https://kinpet.ru/sankt-peterburg/koshki/poteryalsya-lyubimyy-kot-56507/,Санкт-Петербург 
660,Пропала собака. Помогите! ,"30.05 вечером убежал в районе Дубинина 9, очень напуган. Ласковый и домашний. Возраст 2 года, окрас серый, кастрирован. Может находиться в ближайших СНТ.Очень нужна помощь в поиске!!!Вознаграждение нашедшему!!!",https://kinpet.ru/zhukovskiy/sobaki/propala-sobaka-pomogite--56506/,Жуковский 
661,Потерялась собака ,"Отзывается на свое имя, окрас серо- золотистый ( желтоватый), пушистый, длинные усы",https://kinpet.ru/voronezh/sobaki/poteryalas-sobaka-56502/,Воронеж 
662,02.06.2024 Пропала кошка ,"Полностью темно-коричневый цвет шерсти, глаза желтые, кастрирован.Потерялся кот в районе дома по Дрезденской 12, СПб. Кто его видел или подобрал, просьба сообщить по телефону. Кот очень пугливый, до этого на улице была только на руках Если увидите, пожалуйста подзовите и заберите, мы сразу подъедем",https://kinpet.ru/moskva/koshki/02-06-2024-propala-koshka-56475/,Москва 
663,02.06.2024 Пропала кошка ,"Раменский район, Каменное Тяжино, Ночью 03.06.2024 убежала собака Американский стаф. Девочка в ошейнике ROGUE Не агрессивна. Откликается на кличку Саба.",https://kinpet.ru/moskva/koshki/02-06-2024-propala-koshka-56474/,Москва 
664,Пропала кошка ,"01.06.24 пропала собака, в районе улицы Балашовская недалеко от метановой газовой заправки Газпром, г. Воронеж, Кабель возраст 3-4 года, на шее ошейник, ласков общителен, может сесть в чужую машину, буду признателен за информацию, нашедшему обещаю вазнограждение.",https://kinpet.ru/sankt-peterburg/koshki/propala-koshka-56465/,Санкт-Петербург 
665,Найден Сиамский кот Аксай ,"Утром 02.06.2024 г. кошка выбила сетку и выпала из окна 5 этажа в районе ул. Маршала Тухачевского, Хорошево-Мневники, СЗАО.Окрас Табби (серо-коричневая с полосками) на морде и по телу рыжие пятна. Белая грудь и лапы.Кличка: Ада. Отзывается на имя, контактная, но в настоящий момент может быть сильно напуганной, т.к. никогда не покидала квартиру.Вознаграждение за поимку 20 000 руб.",https://kinpet.ru/aksay/koshki/nayden-siamskiy-kot-aksay-56460/,Аксай 
666,Потерялся шоколадный лабрадор ,"Утром 02.06.2024 г. кошка выбила сетку и выпала из окна 5 этажа в районе ул. Маршала Тухачевского, д.44, корп.2, Хорошево-Мневники, СЗАО.Окрас Табби (серо-коричневая с полосками) на морде и по телу рыжие пятна. Белая грудь и лапы.Кличка: Ада. Отзывается на имя, контактная, но в настоящий момент может быть сильно напуганной, т.к. никогда не покидала квартиру.Вознаграждение за поимку 20 000 руб.",https://kinpet.ru/volosovo/sobaki/poteryalsya-shokoladnyy-labrador-56445/,Волосово 
667,Багги ,Кошке год. Потерялась в районе Павлинская дом 5 Английская миля-Солнечный город. Черная подбородок и лапки белые,https://kinpet.ru/khimki/sobaki/baggi--56444/,Химки 
668,ПОТЕРЯЛАСЬ СОБАКА ,Очень ласковый котик. Шерсть немного испачкана и свалялась. Найден на парковке. Подошёл сам. ,https://kinpet.ru/kazan/sobaki/poteryalas-sobaka-56426/,Казань 
669,Разыскиваеться ,"Шоколадный лабрадор, кабель, зовут Дрейк, очень добрый и подходит ко всем людям, агрессии ноль.",https://kinpet.ru/sankt-peterburg/koshki/razyskivaetsya-56425/,Санкт-Петербург 
670,Пропала Кошка Мася (Масяня) ,"Багги, джек Рассел терьер, 12 лет. Хвост крендельком, с левой стороны на теле пятно в форме сердца или сапога. Ушки коричневые, мордочка уже седая. Окрас корично- белый, хвост весь белый, вокруг попы темное . ",https://kinpet.ru/istra/koshki/propala-koshka-masya-masyanya-56422/,Истра 
671,"ПРОПАЛА КОШКА 17.05 Москва. ЮВАО, Выхино-Жулебино ","Белый маленький пудель, откликается на Мишель. В районе метро яшьлек, Волгоградская улица, улица Восстания.",https://kinpet.ru/moskva/koshki/propala-koshka-17-05-moskva-yuvao-vykhino-zhulebino-56365/,Москва 
672,Потерялся чёрно-белый кот Фидель ,Ничего не найденоУкажите другую породу,https://kinpet.ru/zelenograd/koshki/poteryalsya-chyerno-belyy-kot-fidel--56363/,Зеленоград 
673,Потерян кот ,Ничего не найденоУкажите другую породу,https://kinpet.ru/rostov-na-donu/koshki/poteryan-kot-56311/,Ростов-на-Дону 
674,Найдена кошка ,Ничего не найденоУкажите другую породу,https://kinpet.ru/rostov-na-donu/koshki/naydena-koshka-56297/,Ростов-на-Дону 
675,Потерялась кошечка ,"Солнечногорский район, Деревня Стародальня, СНТ Дальний.20.05.2024 Потерялся кот!Зовут Фидель.Черно -белый, больше черного, белая грудь и ботинки.Бритое пузико, в районе пупка чёрное пятнышко. Большой нос, мордатый котик. Пугливый, толстый, добрый.Скрипучий, квакающий голос.На нём розовый ошейник.Он совсем флегматичный и домашний, не для улицы!Если хотя бы просто где-нибудь его видели, сообщите пожалуйста!Важна любая информация !",https://kinpet.ru/serpukhov/koshki/poteryalas-koshechka-56267/,Серпухов 
676,нашли собаку ,"Кот среднего размера, окрас серый, глаза желтые, Возраст 3 года",https://kinpet.ru/serpukhov/sobaki/nashli-sobaku-56262/,Серпухов 
677,Потерялся котенок ,Найдена темно серая кошка.,https://kinpet.ru/sankt-peterburg/koshki/poteryalsya-kotenok-56242/,Санкт-Петербург 
678,ПРОПАЛА СОБАКА!!!! ,Пепельного окраса белая грудка и лапки на правом бедре рыжий опал 3 года сама маленькая и боится всего на свете хвост крючком,https://kinpet.ru/penza/sobaki/propala-sobaka--56238/,Пенза 
679,ЧЕРНОГОЛОВКА ПОТЕРЯЛАСЬ СОБАКА ,"Ищем хозяина собаки. Нашли в лесу около деревни Лужки Серпуховского района Московской обл. На псе ошейник желтого цвета с надписью ""РОЙ"". Один глаз карий, второй голубой. Красивый, умный, дружелюбный.",https://kinpet.ru/chernogolovka/sobaki/chernogolovka-poteryalas-sobaka-56220/,Черноголовка 
680,Потерялся котик ,"Котенок, зовут Лиса. Хвост купированный. Беленькая. Требуется лечение. Пропала по адресу Трефолева 8 квартира 53. Просьба если кто-то видел или забрал себе, позвонить по номеру .",https://kinpet.ru/sankt-peterburg/koshki/poteryalsya-kotik-56213/,Санкт-Петербург 
681,Сбежали коты ,"Пропала собаки в с.Чемодановка. Порода померанский шпиц, рыжего цвета, оранжевый ошейник. Последний раз видели в Лопатках.",https://kinpet.ru/ekaterinburg/koshki/sbezhali-koty-56192/,Екатеринбург 
682,Потерялся кот ,"25 мая около 15 часов дня в деревне Черноголовка потерялась рыжая небольшая собака. Кличка Люська.Пожалуйста, если вы ее видели, сообщите.Спасибо большое!",https://kinpet.ru/krasnogorsk/koshki/poteryalsya-kot-56180/,Красногорск 
683,"Помогите, пожалуйста, найти кота. Зовут Даня. Потерялся рядом с домом(многоэтажка) в лесу. Успенская ",Кличка КамышСерый стриженныйБелеет мочикаменной ,https://kinpet.ru/krasnogorsk/koshki/pomogite-pozhaluysta-nayti-kota-zovut-danya-poteryalsya-ryadom-s-domom-mnogoetazhka-v-lesu-uspenskaya-56179/,Красногорск 
684,Найдена собака ,"Друзья, помогите, пожалуйста, найти двух котов. Они молодые (1 год), на улице ни разу в жизни не были. Отличительная черта - очень пушистые хвосты. Мы уже всё, что могли, обыскали... Один из них проходит лечение (МКБ), если кто-то забрал их себе - зачем вам это беспокойство и расходы? Верните, пожалуйста, нам без них очень плохо...",https://kinpet.ru/lyubertsy/sobaki/naydena-sobaka-56155/,Люберцы 
685,Сбежал кот рыжий ,"Серый, белые лапки, носки и чулочки задние ",https://kinpet.ru/dzerzhinsk/koshki/sbezhal-kot-ryzhiy-56142/,Дзержинск 
686,Сбежал кот ,"Кот. Серый с белыми лапками. Очень пугливый, ласковый. Зовут Даня. На Улице Успенская 16 , рядом лес, там убежал. ",https://kinpet.ru/podolsk/koshki/sbezhal-kot-56134/,Подольск 
687,"Потерялся член семьи, вознаграждение ","Всем добрый день! Помогите найти малышу хозяев или новый дом. Нашли в парке в Люберцах 9.05. Выявили гепатит на фоне пироплазмоза. Прокапали в ветклинике идем на поправку. Но держать негде, не получается подружить со своим кобелем, жрут друг друга. Пока сидит в клетке, но сердце разрывается😔 Парень молодой, активный. Видно, что был домашним. К людям никакой агрессии совсем. Если у кого-то есть контакты проверенных передержек, сообщите, пожалуйста. Кормом и всем необходимым обеспечим.",https://kinpet.ru/krasnodar/sobaki/poteryalsya-chlen-semi-voznagrazhdenie--56132/,Краснодар 
688,Помогите найти кошечку ,Еще 2 фото,https://kinpet.ru/balashikha/koshki/pomogite-nayti-koshechku-56128/,Балашиха 
689,Потерялась кошечка ,"Потерялся кот, 8 лет, сбежал в г. Дзержинске на Гайдара,68 из машины при переезде по маршруту Москва-Красноярск. В Джержинск заезжали на День города. ВОЗНАГРАЖДЕНИЕ НАШЕДШЕМУ 20000₽. Рыжий, даже скорее песочный, шерсть короткая, плотная, жесткая, на момент побега был толстый, сейчас наверное похудел и стал заклоченным. Очень надеемся на то, что он найдется. Место побега отмечено крестиком на фото.",https://kinpet.ru/balashikha/koshki/poteryalas-koshechka-56101/,Балашиха 
690,Потерялся ПЕС Эдик ,"Кот около двух лет, окрас черный с белым, кастрирован, был в шлейке на прогулке.",https://kinpet.ru/moskva/sobaki/poteryalsya-pes-edik-56099/,Москва 
691,ПОТЕРЯЛАСЬ кошка ,"Здравствуйте, пропал пёс, 24,05 в районе 13:00 порода Йорк,зовут Джони на заправке в поселке дружелюбном, выпрыгнул с окна пока заправлялись, был с хвостиком на голове, возможно хвостик распустился, одного глазика нет, с фиолетовых ошейником от блох. Серебристо белого цвета, возможно что бежит в Доль трассы, вчера искали 4 человека до 11 ночи, может кто то подобрал, пёс с клеймом.Прошу вернуть собаку за хорошее вознаграждение.",https://kinpet.ru/sankt-peterburg/koshki/poteryalas-koshka-56085/,Санкт-Петербург 
692,Бара ,"Добрые люди, помогите, пожалуйста найти нашу Симу. Потерялась кошка, черно белый окрас, Балашиха, мкр Гагарина. Она выпрыгнула из открытого окна машины, муж точное место не увидел где это случилось, говорит в районе Балашихинского шоссе либо Крупешина до поворота на ул текстильщиков.",https://kinpet.ru/voronezh/sobaki/bara-56070/,Воронеж 
693,Потерялся домашний кот! ,Ничего не найденоУкажите другую породу,https://kinpet.ru/moskva/koshki/poteryalsya-domashniy-kot-56067/,Москва 
694,Потерялась кошка Муся ,Ничего не найденоУкажите другую породу,https://kinpet.ru/moskva/koshki/poteryalas-koshka-musya-56066/,Москва 
695,"Потерялась молодая кошка/кот .В ЮАО на площадке на углу 26 дома ,улица Коломенская набережная ",Ничего не найденоУкажите другую породу,https://kinpet.ru/moskva/koshki/poteryalas-molodaya-koshka-kot-v-yuao-na-ploshchadke-na-uglu-26-doma-ulitsa-kolomenskaya-naberezhnaya-56005/,Москва 
696,Потерялась кошка!!! ,"Серый дымчатый кот, 3 года, кастрирован, ласковый, домашний. Отзывается на кличку ""кот"", знает команду ""кот, кушать"", пугливый. ",https://kinpet.ru/nizhniy-novgorod/koshki/poteryalas-koshka--55991/,Нижний Новгород 
697,Пропал кот ,"Девочка, четырехцветная( пестрая), стерилизована, молодая 1 год",https://kinpet.ru/ivanovo/koshki/propal-kot--55987/,Иваново 
698,Потерялась собака ,Белая кошка (вроде).по одному темному пятну на каждой лопатке. ,https://kinpet.ru/novosibirsk/sobaki/poteryalas-sobaka-55986/,Новосибирск 
699,Потеряшка ,"Трёхцветная: белый, коричневый и чёрный. На одном из глазу чёрное пятно как будто пиратская повязка. Ласковая и игривая девочка, на вид 7-8 месяцев. Кошечка сама по себе не очень большая.",https://kinpet.ru/chelyabinsk/sobaki/poteryashka--55958/,Челябинск 
700,Потерялась кошка❗️❗️❗️ ,"Тёмно-коричневый окрас, есть черные полосы, на лбу буква М, очень пушистый хвост.",https://kinpet.ru/moskva/koshki/poteryalas-koshka--55940/,Москва 
701,Ричард ,"Девочка. Породы фокстерьер. 18 мая потерялась в дачных участках в районе остановки Витаминка(Мочище). Была с коричневым ошейником с биркой (могла потерять). Очень дружелюбная, любит людей, всегда идет гладится, боится громких шумов. Постоянно трясется.21 мая мая предположительно видели ее в районе городского аэропорта, около кадетского корпуса и по адресу Красный проспект 181.",https://kinpet.ru/tula/sobaki/richard-55936/,Тула 
702,Найден котенок ,"Потеряшка!!! Собака в ошейнике бегает на Комсомольской площади, между школой #48 и парком Терешковой. Близко подойти к ней не даёт убегает. Фото сняты на расстоянии поэтому размыты. Дата 22.05.24",https://kinpet.ru/belgorod/koshki/nayden-kotenok-55917/,Белгород 
703,Найден котик ,"Доверчивая, ласковая кошка ",https://kinpet.ru/moskva/koshki/nayden-kotik-55908/,Москва 
704,Пропала собака !!!! ,потерялась собака бордер колли. Ребёнок очень переживает просьба нашедшего позвонить.,https://kinpet.ru/moskva/sobaki/propala-sobaka--55889/,Москва 
705,Помогите найти собаку ,Найден котенок,https://kinpet.ru/nizhniy-novgorod/sobaki/pomogite-nayti-sobaku-55867/,Нижний Новгород 
706,70 дней поиска!!!!! ,Рыжий кот,https://kinpet.ru/ruza/sobaki/70-dney-poiska--55857/,Руза 
707,Найдена собака порода такса стандартная ,Еще 2 фото,https://kinpet.ru/krasnodar/sobaki/naydena-sobaka-poroda-taksa-standartnaya-55851/,Краснодар 
708,Найден йоркширский терьер 19.05.2024г ,"Небольшой черно рыжий кобелек 8 лет, кличка Джек, очень ласковый доверчивый, потерялся 19.05.2024 в 8 утра на Каширском шоссе 2 у продуктового магазина. Кто видел нашего любимца или знает что либо о нем просьба позвонить по телефону📱 !!! Помогите вернуть домой 🆘очень любимый пёсик !!! Он не местный из Красноярска, не знает местность ! Помогите найти пожалуйста🙏",https://kinpet.ru/moskva/sobaki/nayden-yorkshirskiy-terer-19-05-2024g-55835/,Москва 
709,"Пропал кот 17.05. Порода Бирманская кошка. Городской округ Мытищи, деревня Большое Ивановское ","Пропала девочка Джек Рассел Терьер.Мохнатая, рыжая маска на мордочке, пятно на спине.Пропала в 7 утра, 20.05.2024Территория СНТ «свобода», ботанический сад, анкудиновское шоссе, дубенкиИмя хозяина: АлёнаТелефон:Адрес: Анкудиновское шоссе, Нижний Новгород",https://kinpet.ru/moskva/koshki/propal-kot-17-05-poroda-birmanskaya-koshka-gorodskoy-okrug-mytishchi-derevnya-bolshoe-ivanovskoe--55832/,Москва 
710,Потерялась собака ,"70 ДНЕЙ ПОИСКА!Может быть в любом районе Московской области и Москвы!Метис левреткиНеужели его вообще никто не видел???Обращаюсь к тому, кто тебя забрал, Табасик.Прошу, вас ,помогите вернуть мальчика домой!!Вернись мой мальчик,Табасик, нам очень плохо без тебя...Мы уверены, что Табаки кто-то забрал!!ПРОПАЛ д. Мытники Рузский район МО.Пес приметный, мраморного окрасаУМОЛЯЮ!!!Если видите похожую собаку на выгуле, или у кого-то появился новый пёс, похожий на нашего, фотографируйте сразу, присылайте в любое время дня и ночи!!Пожалуйста, обращайте внимание на всех соседских собак, если на фотографии окажется наш пёс, мы обещаем ВОЗНАГРАЖДЕНИЕ даже за ФОТО.Гарантируем достойное вознаграждение за возврат мальчика домой.(телеграм)",https://kinpet.ru/bronnitsy/sobaki/poteryalas-sobaka-55830/,Бронницы 
711,Пропала собака ,"Собака мальчик, порода такса стандартная, окрас коричневый",https://kinpet.ru/novosibirsk/sobaki/propala-sobaka-55829/,Новосибирск 
712,Ищу прежних хозяев собаки из приюта ,"Кобель, до 5 лет хромает на заднюю лапу.Найден 19 мая 2024г без ошейника и поводка, бежал в сторону авт. Ост. Рогачевский переулок.",https://kinpet.ru/moskva/sobaki/ishchu-prezhnikh-khozyaev-sobaki-iz-priyuta--55818/,Москва 
713,Пропал кабель Джек-Рассел ,Еще 1 фото,https://kinpet.ru/moskva/sobaki/propal-kabel-dzhek-rassel-55816/,Москва 
714,Найден рыжий пофигист ,Ничего не найденоУкажите другую породу,https://kinpet.ru/moskva/koshki/nayden-ryzhiy-pofigist-55803/,Москва 
715,Потерялся Котик ,Ничего не найденоУкажите другую породу,https://kinpet.ru/moskva/koshki/poteryalsya-kotik-55773/,Москва 
716,Люберцы Помогите найти кота ,Ничего не найденоУкажите другую породу,https://kinpet.ru/lyubertsy/koshki/lyubertsy-pomogite-nayti-kota-55762/,Люберцы 
717,Пропал кот ,"Найден кот на улице алабяна, кастрирован, 1-5, 2 года (водили в ветеренарку) . Очень спокойный кот. Цвет персиковый, коготочки подстридены были. ",https://kinpet.ru/odintsovo/koshki/propal-kot-55747/,Одинцово 
718,Всем добрый день ☀ Пропала кошка вечером 16 мая после 17 часов. ,"Сегодня ночью вышел в окно и пошел гулять по балконам, возможно спустился и убежал на улицу.",https://kinpet.ru/moskovskiy/koshki/vsem-dobryy-den-propala-koshka-vecherom-16-maya-posle-17-chasov--55739/,Московский 
719,Найдена собака Спаниель Нижний Новгород ,"Зовут ФордПолностью чёрный, жёлтые глаза, без ошейника.",https://kinpet.ru/nizhniy-novgorod/sobaki/naydena-sobaka-spaniel-nizhniy-novgorod-55731/,Нижний Новгород 
720,ПРОПАЛА СОБАКА !!! ,Еще 1 фото,https://kinpet.ru/odintsovo/sobaki/propala-sobaka--55728/,Одинцово 
721,Сбежал домашний кот ,"Ориентальный кот, зовут Макс, окрас тёмно-коричневый шоколадныйКастрированКончик левого уха чуть загнутАлександра",https://kinpet.ru/sankt-peterburg/koshki/sbezhal-domashniy-kot-55649/,Санкт-Петербург 
722,Потеряли кота ,"Всем добрый день ☀Пропала кошка , вечером 16 мая после 17 часов.Окрас: ЧёрныйЦвет глаз - зелёныйКличка:ЧикаГ. Московский 1мкр д 4Большая просьба всем кто видел или слышал",https://kinpet.ru/saratov/koshki/poteryali-kota-55622/,Саратов 
723,Пропала собака ,"Найдена собака в городе Нижний Новгород. Русский спаниель Мальчик, на вид 5 лет, с ошейником. Мальчик.",https://kinpet.ru/sarov/sobaki/propala-sobaka-55566/,Саров 
724,Потерялся кобель Померанский шпиц 13.05.24 ,"Пропала собака породы чихуахуа, по кличке Маруся, 10.05.2024г., окрас бежевый с подпалинами на спине, возраст 2,5 г. была в ошейнике от блох. В г. Одинцово, Можайское шоссе 22 ( магазин Фасоль).",https://kinpet.ru/kubinka/sobaki/poteryalsya-kobel-pomeranskiy-shpits-13-05-24-55553/,Кубинка 
725,Потерялся померанский шпиц ,"Вчера вечером ( 14.05.23) из квартиры сбежал взрослый котик. Короткошёрстный, окрас пятнисто-полосатый, глаза зеленый, лапки полосатые с черными пяточками, ошейника нет, на лбу узор в виде буквы ""М"", отзывается на кличку Марель/МарсКастрированный, ласковый, легко идет на контакт и дает себя гладить, но пугливый",https://kinpet.ru/kubinka/sobaki/poteryalsya-pomeranskiy-shpits--55544/,Кубинка 
726,Потерялась собака!!! ,"Кота зовут Симба, домашний кот, кастрирован, белый кот с гетерохромией",https://kinpet.ru/omsk/sobaki/poteryalas-sobaka--55501/,Омск 
727,Цвергпинчер ,"Пропала собака породы БИГЛЬ. Убежал 13.05.24 в районе ТЦ Апельсин, г. Саров, Нижегородской обл. На шее надет коричневый ошейник и серая рулетка-поводок. Кличка Джан",https://kinpet.ru/voronezh/sobaki/tsvergpincher-55499/,Воронеж 
728,Потерялась кошечка ,"Потерялся 13.05.24 в районе 13:00-14:00 кобель померанский шпиц , кличка Барни , на шее серый противоборшийный ошейник. Убежал с дачного участка Московская область , Одинцовский район , деревня Репище. Просьба кто знает о его местонахождении позвонить.",https://kinpet.ru/shcherbinka/koshki/poteryalas-koshechka-55483/,Щербинка 
729,Потерялась хаски девочка ,"Потерялся померанский шпиц , кабель , убежал с участка Московская область , Одинцовский район , деревня Репищи ",https://kinpet.ru/volgograd/sobaki/poteryalas-khaski-devochka-55480/,Волгоград 
730,"Пропала кошка ""Маша"" ","потерялась собакаоткликаеться на клички Мира/Маруся, ласковая, но боязливаяпотерялась 12.05 в семь утра",https://kinpet.ru/shcherbinka/koshki/propala-koshka-masha-55440/,Щербинка 
731,Ищет дом ,Цвергпинчер сучка потерялась в Рамони ошейник рыжего цвета из кожи.,https://kinpet.ru/klin/sobaki/ishchet-dom--55415/,Клин 
732,Потерялась собака ,"Шли с вет. клиники и она выбежала из переноскиЗовут Маша. Приметы: вся дымчато-серая, жёлто-зелёные глаза, на левом ушке родинка, примерно 8-10 лет. Нашедшему - вознаграждение (информация тоже важна). Её ждут дома.Надеюсь на доброту и честность людей.",https://kinpet.ru/bronnitsy/sobaki/poteryalas-sobaka-55392/,Бронницы 
733,Кисы ,Еще 3 фото,https://kinpet.ru/novosibirsk/koshki/kisy-55388/,Новосибирск 
734,Киса ,Хаски девочка серо-белый окрас глаза карие потерялась в Краснооктябрьском районе жк Мишино,https://kinpet.ru/novosibirsk/koshki/kisa-55387/,Новосибирск 
735,Потерялась собака ,Ничего не найденоУкажите другую породу,https://kinpet.ru/voronezh/sobaki/poteryalas-sobaka--55386/,Воронеж 
736,Ищу питомца ,Ничего не найденоУкажите другую породу,https://kinpet.ru/kursk/sobaki/ishchu-pitomtsa-55385/,Курск 
737,Пропал кот мейн-кун. ,Ничего не найденоУкажите другую породу,https://kinpet.ru/mozhaysk/koshki/propal-kot-meyn-kun-55360/,Можайск 
738,Потерялся чёрно-белый кот! ,"Пропала собака 🐕‍🦺 метис таксы , девочка , черная !!! Ближние сады , Воронеж ",https://kinpet.ru/beloozyerskiy/koshki/poteryalsya-chyerno-belyy-kot-55344/,Белоозёрский 
739,Потерялась собака ,"Йоркширский терьер, кобель.Возраст 1,5 года.Окрас седой с рыжим оттенком.Вес примерно 1,3-1,5 кг.Кличка Рич",https://kinpet.ru/ekaterinburg/sobaki/poteryalas-sobaka-55326/,Екатеринбург 
740,Потерялся кот Мурзик ,"Пропал кот мейн-кун.Территориально МО, Дорохово,Моденово Пожалуйста, если кто-то видел, сообщите нам! Кот не молодой и нуждается в специальном уходе. Нашедшему гарантируем денежное вознаграждение. Катя",https://kinpet.ru/irkutsk/koshki/poteryalsya-kot-murzik-55317/,Иркутск 
741,Пропала собака ,Еще 3 фото,https://kinpet.ru/vidnoe/sobaki/propala-sobaka-55316/,Видное 
742,Потерялся котик ,"ПРОПАЛ КОТ 19 сентября 2023года‼Чёрно-белый пушистый. Кастрирован. Был с адресником на фиолетовой веревочке, вероятно уже потерял. У кота папилома на задней ляжке. Глаза меняют цвет в зависимости от освещения: от желтого к зелёному.Пожалуйста, если кто-то видел нашего котика-напишите, позвоните, свяжитесь с нами любым способом🙏🏻📍Пропал в Воскресенском р-оне, д.Золотово 19 сентября.",https://kinpet.ru/lobnya/koshki/poteryalsya-kotik-55215/,Лобня 
743,ПРОПАЛА СОБАКА!!! ,Черного цвета пушистый хвост голубой ошейник,https://kinpet.ru/novosibirsk/sobaki/propala-sobaka--55144/,Новосибирск 
744,Найдена собака ,Окрас черный возраст 2 года ,https://kinpet.ru/krasnodar/sobaki/naydena-sobaka-55118/,Краснодар 
745,Пропала кошка ,"Девочка, светлая с рыжими пятнами.Висячие волосатые уши.Ростом с спаниеля.С металлическим ошейником.",https://kinpet.ru/lyubertsy/koshki/propala-koshka-55085/,Люберцы 
746,ПРОПАЛА собака ,"29 апреля убежал в г. Лобня, Крупской, 12 серый домашний котик метис русской голубой по типу Нибелунга,с синим поводком и в синем ошейнике.Зовут Гриша.Просим помочь в поиске за вознаграждение. Будем благодарны за информацию о котике. ",https://kinpet.ru/staritsa/sobaki/propala-sobaka-55084/,Старица 
747,Пропала кошка ,"Черного цвета, морда с седоватым оттенком, купированный хвост, небольшого роста, около 5 кг",https://kinpet.ru/lyubertsy/koshki/propala-koshka-55083/,Люберцы 
748,Пропала собака ,"Девочка, по зубам молодая, хвост купирован, адресника нет ",https://kinpet.ru/pushkino/sobaki/propala-sobaka-55020/,Пушкино 
749,Потерялся котёнок!!! ,"Кошка бело- серая,глаза голубые,вес около 5 кг.откликается на кличку Маруся, лоток непонимает,или по какойто причине игнорирует,возраст 2 года.",https://kinpet.ru/moskva/koshki/poteryalsya-kotyenok--54983/,Москва 
750,Потерялась китайская хохлатая. ,"Вечером 20.04. в д.Гришкино, Луковнического сельсовета, Тверской области во время охоты пропала собака, русский охотничий спаниель, рыжая, на носу белый треугольник, родинка на правой губе, рослая, 9 лет, кличка РУМБА, стерилизована.Если видели, убедительно прошу сообщить!",https://kinpet.ru/moskva/sobaki/poteryalas-kitayskaya-khokhlataya-54975/,Москва 
751,Пропала собака ,"Кошка бело-серая,два года зовут Маруся,к лотку не приучена,вес за пять кг.глаза голубые.",https://kinpet.ru/rostov-na-donu/sobaki/propala-sobaka--54946/,Ростов-на-Дону 
752,Потерялась домашняя дворняга пугливая Малышка кличка ,"Белый шпиц девочка ,вес 6 кг,бельмо на правом глазу.",https://kinpet.ru/ekaterinburg/sobaki/poteryalas-domashnyaya-dvornyaga-puglivaya-malyshka-klichka-54940/,Екатеринбург 
753,Пропала кошечка ,Серый маленький котёнок. Потерялся 29 апреля 2024 в районе 22:00. Строгино,https://kinpet.ru/belgorod/koshki/propala-koshechka-54927/,Белгород 
754,Пропал чихуахуа мальчик ,Еще 1 фото,https://kinpet.ru/vidnoe/sobaki/propal-chikhuakhua-malchik-54885/,Видное 
755,Потерялась собака ,Здравствуйте! Прошу вернуть кобеля китайской хохлатой собаки по кличке Амур. Пропал в Тушино 17.04.2024г. Клеймо номер APV-6084.Мария.,https://kinpet.ru/golitsyno/sobaki/poteryalas-sobaka-54881/,Голицыно 
756,"Прибился пёсик, Хаски ",Ничего не найденоУкажите другую породу,https://kinpet.ru/krymsk/sobaki/pribilsya-pyesik-khaski-54733/,Крымск 
757,Пропала собака ,Ничего не найденоУкажите другую породу,https://kinpet.ru/moskva/sobaki/propala-sobaka-54731/,Москва 
